"configuration","problem","model","data_file","status","time","run","objective"
"CBC HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-2.dzn","","0.2","mznc","8722"
"SCIP HR","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/fgc_50_50_50_00.dzn","","1200.05","mznc","783"
"SCIP","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-07-27.dzn","","203.52","mznc",""
"Gurobi","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30a.psp.dzn","","1200.06","mznc","1119"
"CPLEX HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","","1200.09","mznc","1912"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.13","mznc","137"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.14","mznc","135"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.14","mznc","133"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.15","mznc","130"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.16","mznc","128"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.18","mznc","127"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.18","mznc","126"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.35","mznc","125"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.35","mznc","124"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.74","mznc","121"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","0.76","mznc","120"
"CPLEX","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD7-gbac.dzn","","1200.18","mznc","2586"
"CPLEX HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i9-21.dzn","","0.78","mznc","2634"
"Gurobi","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d26n600-2.dzn","","16.04","mznc","9"
"SCIP","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap1-5.dzn","","0.23","mznc","10618"
"SCIP","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_13.dzn","","739.9","mznc","27"
"CPLEX HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-03-29.dzn","","0.33","mznc",""
"CBC","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-1.dzn","","0.2","mznc","7772"
"Gurobi HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-2.dzn","","0.18","mznc","8722"
"Gurobi HR","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d6.dzn","","5.21","mznc","6264"
"CBC","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_100-05.dzn","","1196.28","mznc","28"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.83","mznc","718"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.84","mznc","771"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.84","mznc","843"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.85","mznc","862"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.86","mznc","915"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.92","mznc","921"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","206.93","mznc","993"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.13","mznc","1039"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.16","mznc","1086"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.16","mznc","1139"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.17","mznc","1146"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.17","mznc","1199"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.17","mznc","1252"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.8","mznc","1253"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","207.81","mznc","1277"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","208.13","mznc","1291"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","210.58","mznc","1319"
"Gecode HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.30_5.dzn","","214.01","mznc","1320"
"CPLEX HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","","1200.03","mznc","83"
"SCIP","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_3b.dzn","","1.39","mznc","3845"
"SCIP","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/fgc_06_07_08_00.dzn","","1200.03","mznc","148"
"CPLEX","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_2_8_1.dzn","","13.91","mznc","269"
"SCIP","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/46.dzn","","963.43","mznc","6"
"Gurobi","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/46.dzn","","18.75","mznc","6"
"Gurobi","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD2-gbac.dzn","","12.15","mznc","401"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.09","mznc","2263"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.1","mznc","2253"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.1","mznc","2243"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.1","mznc","2126"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.11","mznc","2116"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.11","mznc","2106"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.11","mznc","2096"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.12","mznc","2086"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.13","mznc","2067"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.14","mznc","2057"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.15","mznc","2047"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.16","mznc","2036"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.16","mznc","2026"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.16","mznc","2016"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.17","mznc","2006"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.17","mznc","1996"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.18","mznc","1986"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.19","mznc","1976"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.25","mznc","1971"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.27","mznc","1966"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.29","mznc","1961"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.3","mznc","1956"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.3","mznc","1951"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.95","mznc","1946"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","0.96","mznc","1941"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.13","mznc","1936"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.13","mznc","1931"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.18","mznc","1922"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.18","mznc","1918"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.2","mznc","1886"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.21","mznc","1876"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.21","mznc","1866"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.28","mznc","1860"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.3","mznc","1856"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.32","mznc","1850"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.33","mznc","1846"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.34","mznc","1840"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.45","mznc","1836"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.45","mznc","1831"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.47","mznc","1826"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.47","mznc","1821"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.55","mznc","1801"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.59","mznc","1791"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","1.59","mznc","1781"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","2.02","mznc","1771"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","2.13","mznc","1761"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","5.21","mznc","1755"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.25","mznc","1754"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.26","mznc","1751"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.37","mznc","1743"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.43","mznc","1733"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.44","mznc","1723"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.69","mznc","1713"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","7.75","mznc","1703"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","19.12","mznc","1701"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","19.22","mznc","1691"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","26.99","mznc","1682"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","27.24","mznc","1672"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","27.3","mznc","1662"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","34.59","mznc","1649"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","34.6","mznc","1639"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","34.89","mznc","1629"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","46.96","mznc","1620"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","47.04","mznc","1610"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","50.55","mznc","1601"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","50.56","mznc","1591"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","50.84","mznc","1581"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","50.92","mznc","1571"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","65.73","mznc","1506"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","65.75","mznc","1496"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","65.76","mznc","1486"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","65.92","mznc","1476"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","65.97","mznc","1466"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","66.269999","mznc","1459"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","66.28","mznc","1449"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","66.36","mznc","1439"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","66.39","mznc","1429"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","134.36","mznc","1424"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","134.4","mznc","1414"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","289.83","mznc","1407"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","289.86","mznc","1402"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","289.88","mznc","1392"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","289.95","mznc","1382"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","297.24","mznc","1372"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15c.psp.dzn","","625.96","mznc","1370"
"Gurobi","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp1-1-5460.dzn","","1.39","mznc","9"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","0.68","mznc","23"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","0.7","mznc","44"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","0.72","mznc","45"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","0.72","mznc","46"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","0.76","mznc","47"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","0.96","mznc","48"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","2.3","mznc","49"
"Gecode HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n23.dzn","","1026.72","mznc","50"
"Gurobi HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/fm3_3.mzn","","","1200.21","mznc","165922"
"SCIP HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/2012-03-29.dzn","","0.52","mznc",""
"SCIP HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-9.dzn","","0.26","mznc","917"
"CPLEX HR","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A031.dzn","","8.02","mznc","24104"
"CPLEX","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2m_1.dzn","","46.54","mznc","2"
"Gurobi HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_2_5.dzn","","1200.1","mznc","836"
"CBC","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","","71.98","mznc","16"
"Gurobi HR","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s4-v2-c3_svrp-v2-c3_det.mzn","","","0.78","mznc","117"
"Gecode HR","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_1m_1.dzn","","11.21","mznc","2"
"CPLEX","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/175.dzn","","1202.05","mznc","15"
"CPLEX","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance5.dzn","","1200.02","mznc","102"
"Gecode HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","","344.97","mznc","77"
"Gecode HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","","344.98","mznc","73"
"Gecode HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","","344.98","mznc","68"
"Gecode HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","","344.99","mznc","67"
"Gecode HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d8.dzn","","539.56","mznc","66"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.1","mznc","1628"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.11","mznc","1618"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.12","mznc","1608"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.12","mznc","1598"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.12","mznc","1588"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.12","mznc","1525"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.12","mznc","1515"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.14","mznc","1505"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.14","mznc","1410"
"Gecode HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment15b.psp.dzn","","0.14","mznc","1400"
