"configuration","problem","model","data_file","status","time","peakDepth","flatTime","failures","nodes","flatIntConstraints","eliminatedLinearConstraints","flatBoolVars","paths","run","nSolutions","propagations","solveTime","evaluatedHalfReifiedConstraints","variables","flatBoolConstraints","error","objectiveBound","propagators","restarts","openNodes","method","initTime","solutions","objective","flatIntVars","eliminatedImplications","evaluatedReifiedConstraints"
"Gecode","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance3.dzn","SATISFIED","1200.059460900724","37","0.04078","60731741","121463565","154","","","0","mznc","27","8579222695","1199.93","","25","","","","155","0","","minimize","0.000937","27","96","25","",""
"Gecode HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_2_19.dzn","SATISFIED","1200.4642314389348","139","1.05794","14411539","28823167","22554","","14428","0","mznc","1","10003728396","1198.91","220","24530","1997","","","24551","0","","minimize","0.16216","1","70","10102","","12321"
"Gurobi HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.40_3.dzn","OPTIMAL_SOLUTION","59.282278675585985","","0.31686","","19907","1349","","380","0","mznc","1","","59.2219","","","","","1475","","","","maximize","","","1475","1055","","800"
"SCIP HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-40.dzn","OPTIMAL_SOLUTION","11.929578468203545","","0.72247","","912","5635","","","0","mznc","1","","10.9045","","","","","4040","","","","minimize","","","4040","5595","",""
"SCIP HR","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_2b.dzn","OPTIMAL_SOLUTION","1.5230804979801178","","1.23751","","1","1044","12","","0","mznc","1","","0.0936","24","","","","3077","","","","minimize","","","3077","3152","","966"
"CBC HR","amaze","data/mznc2019/amaze/amaze3.mzn","data/mznc2019/amaze/mod2012-03-29.dzn","UNKNOWN","1197.578103609383","","0.38478","","8508","2948","","","0","mznc","0","","1196.9438","693","","","","0","","","-1","satisfy","","","1e+308","2415","","1241"
"SCIP HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/australian_train5.dzn","SATISFIED","1201.1254396550357","","9.22788","","0","41051","1536","","0","mznc","","","1190.6863","3083","","","","94.5947154472","","","","minimize","","","302","38261","","4615"
"SCIP HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u12g2pref1.dzn","ERROR","","","330.093","","","573","","","0","mznc","","","","","","","24 POSTs [ 0,0,0,0,0,0,0,0,0,0, ], LINEQ [ 44,0,0,0,0,0,0,0,24, ], 24 / 68 vars, 24 cliques, 1 / 1 / 1 NSubIntv m/a/m, 0 / 0.916667 / 1 SubIntvSize m/a/m, 24+0(0) clq eq_encoded  ... [/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/blockmemshell/memory.c:1059] ERROR: Insufficient memory for allocation of 1048432 bytes.
[/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/scip/var.c:1906] ERROR: Insufficient memory for new chunk.
[var.c:1906] ERROR: No memory in function call
[var.c:2026] ERROR: Error <-1> in function call
[scip_var.c:137] ERROR: Error <-1> in function call
[scip_var.c:197] ERROR: Error <-1> in function call
[/home/dekker1/half-reif-benchmarks/software/minizinc/solvers/MIP/MIP_scip_wrap.cpp:411] ERROR: Error <-1> in function call
SCIP Error (-1): insufficient memory error
  MIPScipWrapper runtime error, see output:  
TERMINATING.
  MIPScipWrapper runtime error, see output:  
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","maximize","","","","4173157","","48"
"Gurobi","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_3b.dzn","OPTIMAL_SOLUTION","1.3365619219839573","","1.1688","","0","1132","","","0","mznc","1","","1.2409","","","","","3845","","","","minimize","","","3845","3317","","1053"
"Gecode","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-10.dzn","UNKNOWN","1200.0644692517817","49","0.044355","225025139","450050305","4","","","0","mznc","0","1935251422","1199.93","","108","","","","4","0","","maximize","0.000842","0","","108","",""
"CPLEX HR","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gobmk.patterns.autohelperpat508.dzn","OPTIMAL_SOLUTION","619.8785211704671","","28.0958","","0","168458","1048","260","0","mznc","1","","585.9733","23986","","","","34","","","","minimize","","","34","95102","","23044"
"Gurobi","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n10.dzn","OPTIMAL_SOLUTION","8.025722555816174","","0.079283","","25038","496","","","0","mznc","1","","7.9923","","","","","20","","","","maximize","","","20","56","",""
"CBC HR","pillars-and-planks","data/mznc2020/pillars-and-planks/pillars-planks-solution.mzn","data/mznc2020/pillars-and-planks/p-d2.dzn","UNKNOWN","1201.1213108114898","","0.383345","","","2469","","11","0","mznc","","","","765","","","","","","","","minimize","","","","1296","","33"
"CBC","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","UNKNOWN","1201.1319868452847","","0.405854","","","2854","","","0","mznc","","","","","","","","","","","","minimize","","","","592","","500"
"CPLEX HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.40_3.dzn","OPTIMAL_SOLUTION","68.93552412837744","","0.318089","","18931","1349","","380","0","mznc","1","","68.4998","","","","","1475","","","","maximize","","","1475","1055","","800"
"CBC HR","bnn-planner","data/mznc2020/bnn-planner/navigation_5x5_10s.mzn","","UNKNOWN","1201.2097258791327","","5.72988","","","5641","","","0","mznc","","","","","","","","","","","","minimize","","","","2874","","2810"
"SCIP","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n29.dzn","SATISFIED","1200.5168113298714","","1.29253","","3705","31466","","","0","mznc","1","","1198.565","","","","","228","","","602","maximize","","","64","436","",""
"CPLEX","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/australian_train5.dzn","SATISFIED","1201.0776644647121","","7.02804","","1333","45669","","","0","mznc","","","1192.8446","","","","","108.595238095","","","146","minimize","","","327","41335","","10770"
"CBC","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/colic_train4.dzn","UNKNOWN","1201.2406157813966","","5.91516","","","29368","","","0","mznc","","","","","","","","","","","","minimize","","","","38872","","8066"
"SCIP","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d10n780-2.dzn","OPTIMAL_SOLUTION","28.799900222569704","","4.25085","","1","29448","","1557","0","mznc","1","","23.4655","","","","","22","","","","minimize","","","22","16191","","10200"
"SCIP","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i8-40.dzn","OPTIMAL_SOLUTION","12.382627598941326","","0.852554","","912","5635","","","0","mznc","1","","11.2111","","","","","4040","","","","minimize","","","4040","5595","",""
"SCIP HR","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s5-v2-c6_vrp-v2-c6_det.mzn","","SATISFIED","1200.4552912153304","","0.649938","","400519","3976","","420","0","mznc","1","","1199.2111","","","","","149","","","43588","minimize","","","247","1482","","1680"
"CPLEX HR","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__10__8__3.dzn","OPTIMAL_SOLUTION","1.5330666340887547","","0.593128","","0","5719","","100","0","mznc","1","","0.7377","201","","","","3120","","","","minimize","","","3120","2889","","392"
"SCIP HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_2_8_1.dzn","OPTIMAL_SOLUTION","21.295372556895018","","0.568781","","4597","2498","600","","0","mznc","1","","20.5387","1500","","","","269","","","","minimize","","","269","1273","",""
"Gurobi HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n10.dzn","OPTIMAL_SOLUTION","7.960342105478048","","0.076129","","25038","496","","","0","mznc","1","","7.9267","","","","","20","","","","maximize","","","20","56","",""
"CPLEX","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp2-1-5145.dzn","OPTIMAL_SOLUTION","53.93084913864732","","1.61172","","440","7097","","203","0","mznc","1","","51.8103","","","","","2","","","","minimize","","","2","6070","","4198"
"Gurobi HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.25_5.dzn","OPTIMAL_SOLUTION","9.61695984378457","","0.317487","","2969","1325","","380","0","mznc","1","","9.5644","","","","","1247","","","","maximize","","","1247","995","","800"
"CPLEX","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/455.dzn","UNKNOWN","1201.2001124955714","","16.0458","","","111732","","5228","0","mznc","","","","","","","","","","","","minimize","","","","44581","","25993"
"CPLEX HR","pentominoes","data/mznc2020/pentominoes/pentominoes-int.mzn","data/mznc2020/pentominoes/07.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"CPLEX HR","bnn-planner","data/mznc2020/bnn-planner/navigation_5x5_10s.mzn","","UNKNOWN","1200.7057374492288","","5.70326","","6736","5641","","","0","mznc","0","","1194.1405","","","","","0","","","1111","minimize","","","1e+308","2874","","2810"
"CPLEX HR","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/10.dzn","UNKNOWN","1200.587302852422","","2.21556","","3042","11219","","3240","0","mznc","0","","1197.6512","","","","","300","","","333","minimize","","","1e+308","8864","","9882"
"Gecode","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_gcc.real.eiremain.dzn","UNKNOWN","1201.3049038983881","","45.288","","","209052","","183449","0","mznc","","","","","","67090","","","","","","minimize","","","","30005","","186337"
"CBC","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example789.dzn","SATISFIED","1006.3757026195526","","5.18098","","1995","11355","","94","0","mznc","1","","1000.2311","","","","","0","","","-1","satisfy","","","0","18148","","2266"
"Gurobi","bnn-planner","data/mznc2020/bnn-planner/inventory_4_8s.mzn","","OPTIMAL_SOLUTION","4.9953729920089245","","3.16598","","0","3593","","","0","mznc","1","","4.7067","","","","","17","","","","minimize","","","17","1825","","1880"
"CBC","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_28_23_16_1.dzn","UNKNOWN","1201.1378447823226","","1.25119","","","8304","","","0","mznc","","","","","","","","","","","","satisfy","","","","7052","","3132"
"Gecode HR","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2m_1.dzn","UNKNOWN","1201.188645388931","","3.77157","","","91241","","79540","0","mznc","","","","2970","","33000","","","","","","minimize","","","","44813","","44070"
"SCIP","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance9.dzn","UNKNOWN","1201.2035162374377","","13.4119","","","56036","","","0","mznc","","","","","","","","","","","","minimize","","","","19350","","18818"
"SCIP HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_4.mzn","","SATISFIED","1200.9724063761532","","1.40183","","69079","151","","","0","mznc","1","","1198.4005","","","","","0","","","9056","minimize","","","237476","18156","",""
"SCIP","bnn-planner","data/mznc2020/bnn-planner/cellda_y_10s.mzn","","UNKNOWN","1201.2540406621993","","18.3337","","","11382","","","0","mznc","","","","","","","","","","","","minimize","","","","5521","","5070"
"Gurobi","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_2_8_1.dzn","OPTIMAL_SOLUTION","4.566133067011833","","0.711208","","336","4526","","","0","mznc","1","","4.4704","","","","","269","","","","minimize","","","269","1849","","1500"
"CBC HR","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_5b.dzn","OPTIMAL_SOLUTION","1.3908228613436222","","1.15486","","0","1072","15","","0","mznc","1","","0.0759","31","","","","2897","","","-1","minimize","","","2897","3177","","983"
"Gecode","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_8_5.dzn","UNKNOWN","1200.164457783103","33","0.300879","5810087","11620188","3512","","3996","0","mznc","0","17222322225","1199.67","","4144","1998","","","5438","0","","minimize","0.032037","0","","145","","3330"
"CPLEX HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","SATISFIED","1200.1273952163756","","0.331921","","366648","2354","","","0","mznc","1","","1199.5197","500","","","","77","","","67286","minimize","","","83","592","",""
"Gecode HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i9-21.dzn","UNKNOWN","1200.1072239428759","83","0.112196","34727933","69455915","2073","","","0","mznc","0","1935526725","1199.86","","2941","","","","806","0","","minimize","0.016555","0","","2941","",""
"CBC HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n29.dzn","UNKNOWN","1201.153919029981","","1.33245","","","31466","","","0","mznc","","","","","","","","","","","","maximize","","","","436","",""
"SCIP","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i7-21.dzn","OPTIMAL_SOLUTION","1.548366490751505","","0.262127","","2","2152","","","0","mznc","1","","1.1359","","","","","1108","","","","minimize","","","1108","2115","",""
"SCIP","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n10.dzn","OPTIMAL_SOLUTION","13.042175367474556","","0.075871","","12201","496","","","0","mznc","1","","12.8514","","","","","20","","","","maximize","","","20","56","",""
"CBC","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d12.dzn","UNKNOWN","1201.1369876787066","","1.39426","","","1780","","","0","mznc","","","","","","","","","","","","satisfy","","","","21742","","484"
"CBC","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u6g1pref1.dzn","UNKNOWN","1201.6797267757356","","118.34","","","193","","","0","mznc","","","","","","","","","","","","maximize","","","","1401825","",""
"SCIP HR","pentominoes","data/mznc2020/pentominoes/pentominoes-int.mzn","data/mznc2020/pentominoes/02.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"CPLEX HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_10_8-3.dzn","OPTIMAL_SOLUTION","514.4147759154439","","1.06139","","21316","6372","1008","40","0","mznc","1","","513.0439","2016","","","","36","","","","minimize","","","36","2967","","40"
"SCIP HR","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n17.dzn","SATISFIED","1200.207406282425","","0.17436","","272785","3877","","","0","mznc","1","","1199.6814","","","","","68.7222222222","","","26345","maximize","","","38","154","",""
"CBC HR","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_30_100-05.dzn","SATISFIED","1193.141004242003","","4.61166","","11090","27603","","3100","0","mznc","1","","1187.2885","","","","","100","","","-1","maximize","","","70","9843","","12082"
"Gurobi","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u12g2pref1.dzn","ERROR","","","334.344","","","573","","","0","mznc","","","","","","","24 POSTs [ 0,0,0,0,0,0,0,0,0,0, ], LINEQ [ 44,0,0,0,0,0,0,0,24, ], 24 / 68 vars, 24 cliques, 1 / 1 / 1 NSubIntv m/a/m, 0 / 0.916667 / 1 SubIntvSize m/a/m, 24+0(0) clq eq_encoded  ... Academic license - for non-commercial use only - expires 2021-04-18
  MIPGurobiWrapper runtime error:  Out of memory
Message from caller: Failed to declare variables.
Gurobi error code: 10001
TERMINATING.
  MIPGurobiWrapper runtime error:  Out of memory
Message from caller: Failed to declare variables.","","","","","maximize","","","","4173157","","48"
"SCIP HR","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/UD10-gbac.dzn","SATISFIED","1200.5149621590972","","1.18121","","37976","1596","","","0","mznc","1","","1198.6846","","","","","19.0875984107","","","13253","minimize","","","91","13209","","1128"
"Gecode","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_20_15.dzn","SATISFIED","1200.4743561632931","196","1.0604","17026051","34052223","22554","","14428","0","mznc","14","10248305264","1198.91","","24530","1997","","","24551","0","","minimize","0.171921","14","30","10102","","12541"
"Gurobi","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_2_20-2.dzn","SATISFIED","1200.5549369752407","","2.0533","","38818","13383","","100","0","mznc","1","","1200.109","","","","","0.999999","","","17212","minimize","","","12","8147","","6156"
"SCIP HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_10_8-0.dzn","OPTIMAL_SOLUTION","899.4477702565491","","0.987535","","106526","6221","992","40","0","mznc","1","","897.9995","1984","","","","34","","","","minimize","","","34","2891","","40"
"CBC HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u6g1pref1.dzn","UNKNOWN","1201.6850721798837","","118.278","","","193","","","0","mznc","","","","","","","","","","","","maximize","","","","1401825","",""
"Gecode","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d24n600-3.dzn","UNKNOWN","1200.4351798333228","843","3.48302","26977987","53956798","6823","","15308","0","mznc","0","687063211","1196.49","","18278","18271","","","20084","0","","minimize","0.13728","0","","2825","","6809"
"CBC HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_10_8-0.dzn","UNKNOWN","1201.1295408532023","","1.044559","","","6221","992","40","0","mznc","","","","1984","","","","","","","","minimize","","","","2891","","40"
"Gurobi","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance8.dzn","SATISFIED","1201.0761125423014","","12.8246","","6377","52960","","","0","mznc","","","1200.7126","","","","","368.00102212","","","3977","minimize","","","663","19518","","18966"
"Gecode HR","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/HARD_2000_500.dzn","SATISFIED","1201.971568211913","","24.6318","","","594169","","121422","0","mznc","","","","","","461","","","","","","maximize","","","17085","473841","","121461"
"CPLEX HR","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/37.dzn","OPTIMAL_SOLUTION","81.20197135955095","","9.63932","","2150","67724","","3460","0","mznc","1","","69.3219","3007","","","","9","","","","minimize","","","9","27398","","11783"
"CBC HR","stack-cuttingstock","data/mznc2019/stack-cuttingstock/stack-cutstock-cumu.mzn","data/mznc2019/stack-cuttingstock/d3.dzn","OPTIMAL_SOLUTION","72.09647404775023","","0.224227","","9886","1325","","","0","mznc","1","","71.7656","","","","","16","","","-1","minimize","","","16","709","","55"
"CPLEX","nside","data/mznc2019/nside/full.mzn","data/mznc2019/nside/MEDIUM_1000_100.dzn","UNKNOWN","1201.359175875783","","79.8315","","","342570","","","0","mznc","","","","","","","","","","","","maximize","","","","143216","","42154"
"CPLEX HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance8.dzn","SATISFIED","1201.0601579993963","","11.2253","","12611","33994","","","0","mznc","","","1188.6644","18966","","","","347.059846741","","","11025","minimize","","","4647","19518","",""
"CPLEX","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n17.dzn","SATISFIED","1201.089626416564","","0.178892","","306905","3877","","","0","mznc","1","","1160.1022","","","","","70","","","266001","maximize","","","38","154","",""
"CBC","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d30.dzn","UNKNOWN","1201.404703464359","","62.3137","","","11995","","","0","mznc","","","","","","","","","","","","satisfy","","","","816829","","3364"
"CPLEX","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d16.dzn","OPTIMAL_SOLUTION","36.5695312358439","","9.60016","","1790","37323","","","0","mznc","1","","25.4763","","","","","18766","","","","maximize","","","18766","29880","","11303"
"SCIP HR","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_gobmk.patterns.autohelperpat1114.dzn","UNKNOWN","1201.272906627506","","26.7786","","","177634","988","329","0","mznc","","","","28239","","","","","","","","minimize","","","","119620","","27960"
"CBC","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_60.dzn","UNKNOWN","1201.124431539327","","0.324459","","","2771","","","0","mznc","","","","","","","","","","","","maximize","","","","1985","","795"
"SCIP","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_13_4_1.0.dzn","SATISFIED","1201.0942002087831","","5.09832","","6932","32824","","","0","mznc","1","","1194.7773","","","","","709.406654097","","","1995","minimize","","","953","13084","","9449"
"SCIP","bnn-planner","data/mznc2020/bnn-planner/sysadmin_5_4s.mzn","","UNKNOWN","1200.5680616870522","","3.52653","","467","3177","","","0","mznc","0","","1196.3014","","","","","0","","","423","minimize","","","1e+20","1607","","1596"
"SCIP","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance6.dzn","SATISFIED","1200.299651671201","","0.383804","","342981","2854","","","0","mznc","1","","1199.4757","","","","","63","","","24286","minimize","","","82","592","","500"
"SCIP","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1370.dzn","UNSATISFIABLE","17.47902064025402","","5.50238","","1","9749","","117","0","mznc","0","","11.2454","","","","","1e+20","","","","satisfy","","","1e+20","16992","","1478"
"Gurobi","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/46.dzn","OPTIMAL_SOLUTION","20.413643680512905","","13.17","","0","85798","","4312","0","mznc","1","","18.7429","","","","","6","","","","minimize","","","6","33383","","20575"
"Gecode","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD7-gbac.dzn","SATISFIED","1200.1024242192507","87","0.182916","46692752","93385851","1972","","249","0","mznc","140","5804702865","1199.79","","2238","","","","1914","0","","minimize","0.013681","140","24393","1989","","249"
"Gecode","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/backache_train4.dzn","OPTIMAL_SOLUTION","1187.2934196069837","142","0.227641","13970564","27941364","2357","","3388","0","mznc","7","13430555802","1186.88","","4778","3411","","","5763","0","","minimize","0.034897","7","34","1246","","1656"
"CBC","stable-goods","data/mznc2020/stable-goods/stable-goods-solution.mzn","data/mznc2020/stable-goods/s-d19.dzn","UNKNOWN","1201.2257660664618","","14.974","","","63449","","","0","mznc","","","","","","","","","","","","maximize","","","","46677","","19170"
"Gecode","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_28_22_7_4.dzn","UNKNOWN","1200.1717954687774","600","0.51846","6641851","13284274","4817","","1890","0","mznc","0","10802679528","1199.45","","4788","","","","4817","0","","satisfy","0.03192","0","","2891","","1890"
"SCIP","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD5-gbac.dzn","SATISFIED","1200.6480026617646","","0.871752","","46116","2280","","144","0","mznc","1","","1198.9887","","","","","1158.49552668","","","6823","minimize","","","1374","6769","","612"
"Gurobi","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_13_4_1.0.dzn","SATISFIED","1201.0442306473851","","5.05176","","6114","32824","","","0","mznc","1","","1200.3174","","","","","795","","","2475","minimize","","","942","13084","","9449"
"SCIP","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u12g2pref1.dzn","ERROR","","","331.717","","","573","","","0","mznc","","","","","","","24 POSTs [ 0,0,0,0,0,0,0,0,0,0, ], LINEQ [ 44,0,0,0,0,0,0,0,24, ], 24 / 68 vars, 24 cliques, 1 / 1 / 1 NSubIntv m/a/m, 0 / 0.916667 / 1 SubIntvSize m/a/m, 24+0(0) clq eq_encoded  ... [/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/blockmemshell/memory.c:1059] ERROR: Insufficient memory for allocation of 1048432 bytes.
[/tmp/SCIPOptSuite/7.0.0/gompi-2020a/scipoptsuite-7.0.0/scip/src/scip/var.c:1906] ERROR: Insufficient memory for new chunk.
[var.c:1906] ERROR: No memory in function call
[var.c:2026] ERROR: Error <-1> in function call
[scip_var.c:137] ERROR: Error <-1> in function call
[scip_var.c:197] ERROR: Error <-1> in function call
[/home/dekker1/half-reif-benchmarks/software/minizinc/solvers/MIP/MIP_scip_wrap.cpp:411] ERROR: Error <-1> in function call
SCIP Error (-1): insufficient memory error
  MIPScipWrapper runtime error, see output:  
TERMINATING.
  MIPScipWrapper runtime error, see output:  
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","maximize","","","","4173157","","48"
"Gurobi HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment30c.psp.dzn","SATISFIED","1200.2645831555128","","0.913762","","7392","2567","","480","0","mznc","1","","1199.9821","464","","","","848.57792745","","","4206","minimize","","","1731","10645","","1644"
"Gecode HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d24n600-3.dzn","UNKNOWN","1200.4353900030255","843","3.48479","26944391","53889610","6823","","15308","0","mznc","0","686207652","1196.49","5486","18278","18271","","","20124","0","","minimize","0.133273","0","","2825","","1323"
"Gurobi HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/cleve_train5.dzn","SATISFIED","1200.823052186519","","3.27715","","5380","19378","780","","0","mznc","1","","1200.2017","1575","","","","63","","","2104","minimize","","","116","18318","","2355"
"SCIP HR","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d12.dzn","UNKNOWN","1200.5567048564553","","1.43307","","1349","1780","","","0","mznc","0","","1198.4377","","","","","0","","","283","satisfy","","","1e+20","21742","","484"
"Gecode HR","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/16.dzn","UNKNOWN","1200.1449119523168","91","0.302524","1748026","3496096","1831","","","0","mznc","0","2730741051","1199.67","","3496","","","","1831","0","","minimize","0.022706","0","","3496","",""
"SCIP HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u15g5pref0.dzn","ERROR","","","","","","","","","","mznc","","","","","","","std::bad_alloc
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","","","","","","",""
"Gecode HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p1_15_20-1.dzn","SATISFIED","1201.0297783762217","31","3.5528","1999499","3999037","36051","","12080","0","mznc","11","14202651591","1196.42","24000","36071","12000","","","48051","0","","minimize","0.283016","11","150","23991","12000","80"
