"configuration","problem","model","data_file","status","time","peakDepth","flatTime","failures","nodes","flatIntConstraints","eliminatedLinearConstraints","flatBoolVars","paths","run","nSolutions","propagations","solveTime","evaluatedHalfReifiedConstraints","variables","flatBoolConstraints","error","objectiveBound","propagators","restarts","openNodes","method","initTime","solutions","objective","flatIntVars","eliminatedImplications","evaluatedReifiedConstraints"
"SCIP HR","pentominoes","data/mznc2020/pentominoes/pentominoes-int.mzn","data/mznc2020/pentominoes/07.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"Gurobi HR","is","data/mznc2020/is/model.mzn","data/mznc2020/is/v1HjuSBQMb.dzn","OPTIMAL_SOLUTION","2.7695506252348423","","2.28249","","0","4217","214","578","0","mznc","1","","2.6089","1521","","","","454656","","","","minimize","","","454656","10073","","1834"
"Gecode HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_4_1.dzn","UNKNOWN","1200.1494416035712","54","0.302427","5163637","10327292","3512","","3996","0","mznc","0","19098727935","1199.67","3330","4144","1998","","","5433","0","","minimize","0.031461","0","","145","",""
"Gurobi HR","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD2-gbac.dzn","OPTIMAL_SOLUTION","12.39088286459446","","0.806762","","2564","1849","","348","0","mznc","1","","12.2823","","","","","401","","","","minimize","","","401","6146","","1134"
"CBC HR","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_070-04.dzn","UNKNOWN","1201.1316294707358","","1.79689","","","9690","","1104","0","mznc","","","","","","","","","","","","maximize","","","","3600","","4178"
"CPLEX HR","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD5-gbac.dzn","OPTIMAL_SOLUTION","11.49880389496684","","0.755105","","570","2280","","144","0","mznc","1","","10.5271","","","","","1374","","","","minimize","","","1374","6769","","612"
"Gecode","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u9g1pref1.dzn","OPTIMAL_SOLUTION","33.37513792142272","30","1.56427","233","521","104","","","0","mznc","9","20720","27.0783","","178","","","","101","0","","maximize","4.48224","9","144","142","",""
"Gecode","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p1_15_20-1.dzn","SATISFIED","1201.0322458148003","31","3.39128","1614295","3228628","36051","","24080","0","mznc","","14983198975","1196.59","","48071","24000","","","60051","0","","minimize","0.388323","10","165","23991","","24080"
"Gurobi","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_2_19.dzn","SATISFIED","1200.637313272804","","2.8098","","20782","7347","","110","0","mznc","1","","1200.1587","","","","","0","","","14262","minimize","","","81","18648","","12651"
"Gurobi HR","pillars-and-planks","data/mznc2020/pillars-and-planks/pillars-planks-solution.mzn","data/mznc2020/pillars-and-planks/p-d17.dzn","UNKNOWN","1200.5951935835183","","0.985638","","280190","6712","","41","0","mznc","0","","1198.8681","2548","","","","5","","","","minimize","","","1e+308","3691","","123"
"Gurobi HR","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/reduced_UD5-gbac.dzn","OPTIMAL_SOLUTION","5.563280954957008","","0.756672","","403","2280","","144","0","mznc","1","","5.4458","","","","","1374","","","","minimize","","","1374","6769","","612"
"CPLEX HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u7g2pref1.dzn","UNKNOWN","1201.5568318627775","","139.944","","","333","","","0","mznc","","","","","","","","","","","","maximize","","","","1768677","","28"
"SCIP HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/breast-cancer_train4.dzn","OPTIMAL_SOLUTION","689.6677239388227","","2.44918","","3877","15452","504","","0","mznc","1","","686.3242","1019","","","","102","","","","minimize","","","102","10564","","1519"
"SCIP","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2w_1.dzn","OPTIMAL_SOLUTION","86.09131115302444","","3.10909","","1112","19058","","","0","mznc","1","","81.9329","","","","","3","","","","minimize","","","3","19976","","11779"
"SCIP","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/R196.dzn","UNKNOWN","1201.2274302095175","","8.21238","","","57600","","","0","mznc","","","","","","","","","","","","minimize","","","","47606","","10654"
"CBC","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_100-04.dzn","UNKNOWN","1192.3336399197578","","2.07789","","8756","14001","","1600","0","mznc","0","","1189.6194","","","","","100","","","-1","maximize","","","1e+308","5121","","6040"
"SCIP HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u6g1pref1.dzn","UNKNOWN","1201.6501707360148","","114.479","","","193","","","0","mznc","","","","","","","","","","","","maximize","","","","1401825","",""
"SCIP","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s3-v2-c7_vrp-v2-c7_det.mzn","","SATISFIED","1200.7706418558955","","0.530002","","416772","3076","","336","0","mznc","1","","1199.3113","","","","","108","","","122418","minimize","","","230","1109","","1296"
"SCIP","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.40_3.dzn","OPTIMAL_SOLUTION","242.78228004649282","","0.314738","","59346","1349","","380","0","mznc","1","","242.2813","","","","","1475","","","","maximize","","","1475","1055","","800"
"SCIP HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i7-21.dzn","OPTIMAL_SOLUTION","1.5536486469209194","","0.263722","","2","2152","","","0","mznc","1","","1.1409","","","","","1108","","","","minimize","","","1108","2115","",""
"SCIP HR","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_5a.dzn","OPTIMAL_SOLUTION","7.511041942983866","","1.83639","","41","5158","","","0","mznc","1","","5.3393","","","","","50","","","","minimize","","","50","7855","","5679"
"CBC","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d8.dzn","UNKNOWN","1201.1253099665046","","0.340348","","","742","","","0","mznc","","","","","","","","","","","","satisfy","","","","4512","","196"
"CBC","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u12g2pref1.dzn","ERROR","","","334.485","","","573","","","0","mznc","","","","","","","24 POSTs [ 0,0,0,0,0,0,0,0,0,0, ], LINEQ [ 44,0,0,0,0,0,0,0,24, ], 24 / 68 vars, 24 cliques, 1 / 1 / 1 NSubIntv m/a/m, 0 / 0.916667 / 1 SubIntvSize m/a/m, 24+0(0) clq eq_encoded  ... std::bad_alloc
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","maximize","","","","4173157","","48"
"Gecode HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u9g1pref1.dzn","OPTIMAL_SOLUTION","33.29567144066095","30","1.55898","233","521","104","","","0","mznc","9","20720","27.0533","","178","","","","101","0","","maximize","4.4347","9","144","142","",""
"CPLEX HR","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/455.dzn","UNKNOWN","1201.2012348510325","","15.4703","","","103965","","5228","0","mznc","","","","4804","","","","","","","","minimize","","","","41259","","17639"
"CPLEX","lot-sizing","data/mznc2019/lot-sizing/lot_sizing_cp.mzn","data/mznc2019/lot-sizing/pigment15a.psp.dzn","OPTIMAL_SOLUTION","1116.2956450358033","","0.393279","","22792","916","","210","0","mznc","1","","1115.6388","","","","","1195","","","","minimize","","","1195","4069","","925"
"CBC","is","data/mznc2020/is/model.mzn","data/mznc2020/is/YfFfEiuCQo.dzn","UNKNOWN","1200.7533204518259","","8.01983","","25420","6146","","1609","0","mznc","0","","1191.6289","","","","","115719.799361","","","-1","minimize","","","1e+308","29486","","8706"
"Gecode HR","lot-sizing","data/mznc2019/lot-sizing/lot_sizing_cp.mzn","data/mznc2019/lot-sizing/pigment20c.psp.dzn","OPTIMAL_SOLUTION","703.1933620460331","34","0.055082","11657138","23314385","164","","57","0","mznc","55","2038278271","703.05","","154","38","","","221","0","","minimize","0.002367","55","2182","97","","57"
"CPLEX","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_30_100-05.dzn","OPTIMAL_SOLUTION","313.71402145177126","","4.51961","","7104","27603","","3100","0","mznc","1","","308.1456","","","","","100","","","","maximize","","","100","9843","","12082"
"CPLEX HR","lot-sizing","data/mznc2020/lot-sizing/lot_sizing_cp.mzn","data/mznc2020/lot-sizing/pigment20b.psp.dzn","OPTIMAL_SOLUTION","889.7931469865143","","0.756783","","12328","1985","","360","0","mznc","1","","888.7153","342","","","","2101","","","","minimize","","","2101","8611","","1214"
"CBC HR","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1174.dzn","UNSATISFIABLE","4.152145568281412","","2.26749","","0","4882","","48","0","mznc","0","","1.5433","236","","","","0","","","-1","satisfy","","","1e+308","6670","","673"
"CPLEX","bnn-planner","data/mznc2020/bnn-planner/inventory_4_8s.mzn","","OPTIMAL_SOLUTION","5.389481291174889","","3.71439","","0","3593","","","0","mznc","1","","1.0939","","","","","17","","","","minimize","","","17","1825","","1880"
"CBC HR","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp1-1-5110.dzn","OPTIMAL_SOLUTION","85.21185502037406","","0.961324","","106","3393","194","255","0","mznc","1","","83.8269","608","","","","6","","","-1","minimize","","","6","3759","","1226"
"Gecode","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d26n600-2.dzn","UNKNOWN","1200.6731803752482","925","4.79313","22344946","44690801","9030","","24538","0","mznc","0","1149454057","1195.18","","27723","27368","","","33208","0","","minimize","0.230721","0","","3028","","9007"
"Gurobi","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d10n780-2.dzn","OPTIMAL_SOLUTION","5.507748976349831","","4.26119","","1","29448","","1557","0","mznc","1","","4.945","","","","","22","","","","minimize","","","22","16191","","10200"
"SCIP HR","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d21.dzn","UNKNOWN","1201.2567588351667","","12.9727","","","5755","","","0","mznc","","","","","","","","","","","","satisfy","","","","197752","","1600"
"CPLEX","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_gcc.function.use_return_register.dzn","UNKNOWN","1201.4075958542526","","80.6385","","","462814","","998","0","mznc","","","","","","","","","","","","minimize","","","","438145","","127495"
"CPLEX","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s2-v2-c8_vrp-v2-c8_det.mzn","","SATISFIED","1200.1454807631671","","0.39337","","204518","2571","","288","0","mznc","1","","1199.4605","","","","","156","","","2401","minimize","","","176","903","","1080"
"CPLEX","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A073.dzn","UNKNOWN","1201.266036361456","","26.497","","","170097","","","0","mznc","","","","","","","","","","","","minimize","","","","148141","","29359"
"CPLEX HR","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_pgp.crypto.encryptfile.dzn","ERROR","","","446.133","","","1657583","6287","3094","0","mznc","","","","317783","","","LinEqGraph: eqn between X_INTRODUCED_30321_ && X_INTRODUCED_19040_ is repeated. 
LinEqGraph: eqn between X_INTRODUCED_19040_ && X_INTRODUCED_30321_ is repeated. 
62498 POSTs [ 22685,0,0,0,0,1393,30599,0,0,0, ], LINEQ [ 4745,0,0,0,15246,5052,0,0,2844, ], 15529 / 21755 vars, 8526 cliques, 1 / 6.10228 / 90 NSubIntv m/a/m, 0 / 1.65909 / 1585 SubIntvSize m/a/m, 6753+941(941) clq eq_encoded 0.333333--3 abs coefs ... 
  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:589.14:
  Variable `r' shadows variable with the same name in line 283.34

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:773.33:
  Variable `k' shadows variable with the same name in line 768.10

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:816.55:
  Variable `r' shadows variable with the same name in line 283.34

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:905.29:
  Variable `p' shadows variable with the same name in line 902.12

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:907.29:
  Variable `p' shadows variable with the same name in line 902.12

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:968.18:
  Variable `range' shadows variable with the same name in line 99.27

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:971.52:
  Variable `j' shadows variable with the same name in line 964.12

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:970.62:
  Variable `j' shadows variable with the same name in line 964.12

  WARNING: 
  /home/dekker1/half-reif-benchmarks/data/mznc2020/code-generator/unison.mzn:972.54:
  Variable `j' shadows variable with the same name in line 964.12
  MIPCplexWrapper runtime error:  Failed to declare variables.  CPLEX Error  1001: Out of memory.

TERMINATING.
  MIPCplexWrapper runtime error:  Failed to declare variables.  CPLEX Error  1001: Out of memory.","","","","","minimize","","","","3262500","","237024"
"CPLEX HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_2_20-2.dzn","SATISFIED","1200.9056994244456","","1.11237","","66045","6297","1040","100","0","mznc","1","","1192.3588","2080","","","","2","","","32059","minimize","","","12","2919","","100"
"Gurobi HR","bnn-planner","data/mznc2020/bnn-planner/cellda_y_10s.mzn","","SATISFIED","1201.2084034606814","","18.7637","","182","11382","","","0","mznc","","","1200.6473","","","","","4.2","","","17","minimize","","","6","5521","","5070"
"CPLEX HR","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__6__6__3.dzn","OPTIMAL_SOLUTION","1.7102105468511581","","0.578916","","0","5571","","88","0","mznc","1","","0.9307","165","","","","780","","","","minimize","","","780","2799","","368"
"SCIP HR","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__8__6__3.dzn","OPTIMAL_SOLUTION","7.027393355965614","","0.579815","","22","5603","","88","0","mznc","1","","6.1892","177","","","","1300","","","","minimize","","","1300","2817","","368"
"SCIP HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d26n600-2.dzn","OPTIMAL_SOLUTION","275.73543179035187","","13.3034","","2","77260","2352","1769","0","mznc","1","","259.9307","5923","","","","9","","","","minimize","","","9","28362","","5287"
"CPLEX","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_30_25_15_4.dzn","SATISFIED","459.63868506625295","","1.43519","","22149","9270","","","0","mznc","1","","457.8199","","","","","0","","","","satisfy","","","0","8010","","3480"
"CBC","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__10__8__3.dzn","OPTIMAL_SOLUTION","13.83427282050252","","0.589045","","11","5390","","100","0","mznc","1","","13.0293","","","","","3120","","","-1","minimize","","","3120","2702","","593"
"CBC","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_22_12_22_5.dzn","UNKNOWN","1200.569834470749","","0.853394","","18809","6248","","","0","mznc","0","","1199.3026","","","","","0","","","-1","satisfy","","","1e+308","5036","","2310"
"CPLEX HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/australian_train5.dzn","SATISFIED","1201.0699014775455","","8.173109","","843","41051","1536","","0","mznc","","","1191.7162","3083","","","","88","","","177","minimize","","","611","38261","","4615"
"Gurobi","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-40.dzn","OPTIMAL_SOLUTION","0.14109615981578827","","0.063127","","1","7","","","0","mznc","1","","0.1144","","","","","11191","","","","maximize","","","11191","96","",""
"Gecode","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_2b.dzn","SATISFIED","1200.1711546517909","403","0.53707","2781906","5564280","971","","873","0","mznc","11","115660146","1199.44","","24108","485","","","152","0","","minimize","0.039558","11","3446","2314","","873"
"Gecode","triangular","data/mznc2019/triangular/triangular.mzn","data/mznc2019/triangular/n37.dzn","SATISFIED","1201.0309738256037","79","3.50948","31549790","63099684","82252","","","0","mznc","10","4338035796","1196.47","","1370","","","","82252","0","","maximize","0.316227","10","80","704","",""
"CBC HR","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A031.dzn","OPTIMAL_SOLUTION","662.5478494241834","","0.342207","","21321","1672","","","0","mznc","1","","662.0079","","","","","24104","","","-1","minimize","","","24104","1340","","290"
"Gecode HR","accap","data/mznc2019/accap/accap.mzn","data/mznc2019/accap/accap_instance3.dzn","SATISFIED","1200.0641200467944","37","0.045592","60688054","121376187","154","","","0","mznc","27","8572933109","1199.93","","25","","","","155","0","","minimize","0.00105","27","96","25","",""
